ts,user_id_hash,ip_hash,ua_family,device_type,country_ip,asn_ip,device_seen_before_user,cookie_seen_before_user,attempts_1m_by_ip,attempts_5m_by_ip,attempts_1m_by_user,attempts_5m_by_user,fail_ratio_10m_by_ip,burst_length_ip,inter_attempt_ms_ip,geo_velocity_user,y
2025-09-10T10:38:16,u50,ip57,Edge,desktop,AU,asn5,0,1,0,0,0,1,0.074778275,1,8494,15.4564842,0
2025-09-10T10:38:39,u14,ip8,Safari,desktop,NZ,asn5,1,1,0,2,0,1,0.116227021,1,6983,22.09292048,0
2025-09-10T10:38:54,u20,ip41,Chrome,desktop,AU,asn5,1,1,1,2,0,2,0.003443717,1,6319,54.33613431,0
2025-09-10T10:39:06,u31,ip116,Edge,desktop,AU,asn5,1,0,0,2,2,3,0.080407149,1,6490,29.66042128,0
2025-09-10T10:39:20,u23,ip27,Edge,desktop,AU,asn2,0,1,0,2,2,3,0.027813508,1,3309,47.07002637,0
2025-09-10T10:39:30,u20,ip91,Firefox,desktop,AU,asn2,1,0,0,0,0,0,0.068980083,1,7877,19.79519054,0
2025-09-10T10:39:54,u54,ip84,Edge,mobile,AU,asn4,1,1,0,2,0,0,0.031133249,1,6187,11.11516654,0
2025-09-10T10:40:06,u46,ip6,Unknown,mobile,AU,asn5,1,1,3,4,0,1,0.007854354,1,7855,77.03990116,0
2025-09-10T10:40:22,u74,ip67,Chrome,mobile,AU,asn2,1,1,1,1,0,2,0.010130022,1,8383,35.09263353,0
2025-09-10T10:40:39,u77,ip2,Edge,mobile,AU,asn1,1,1,3,3,0,2,0.257174494,1,6571,0.367248467,0
2025-09-10T10:40:53,u40,ip95,Chrome,desktop,AU,asn1,1,1,0,0,2,3,0.011695068,1,5335,43.26719755,0
2025-09-10T10:41:02,u30,ip29,Chrome,mobile,NZ,asn5,0,0,1,2,0,1,0.034120097,2,7979,15.78964868,0
2025-09-10T10:41:24,u14,ip26,Firefox,desktop,AU,asn5,0,1,1,1,0,2,0.07000559,1,10272,67.41890792,0
2025-09-10T10:41:33,u32,ip14,Firefox,desktop,AU,asn1,1,1,2,2,0,1,0.044209701,1,15801,46.59720809,0
2025-09-10T10:41:48,u33,ip32,Firefox,desktop,AU,asn4,0,1,1,2,0,1,0.147360235,6,8474,15.38105303,0
2025-09-10T10:42:00,u65,ip104,Firefox,desktop,AU,asn1,0,1,2,4,0,2,0.018032517,1,8261,26.98649535,0
2025-09-10T10:42:19,u34,ip93,Unknown,mobile,AU,asn2,1,1,1,1,0,1,0.188629556,1,10798,65.8107264,0
2025-09-10T10:42:39,u46,ip1,Firefox,desktop,AU,asn4,1,1,0,0,0,1,0.087456366,1,9825,38.68524157,0
2025-09-10T10:42:54,u58,ip43,Chrome,mobile,AU,asn1,1,1,1,3,0,2,0.037659189,1,6335,50.26889737,0
2025-09-10T10:43:03,u22,ip26,Firefox,desktop,AU,asn3,1,1,2,3,0,0,0.013769668,1,9054,18.36240887,0
2025-09-10T10:43:23,u21,ip16,Edge,desktop,AU,asn1,1,1,2,2,1,3,0.23370648,1,6547,31.73023598,0
2025-09-10T10:43:32,u42,ip30,Unknown,mobile,AU,asn3,1,1,0,2,0,3,0.032533251,1,10824,30.50684514,0
2025-09-10T10:43:54,u77,ip90,Edge,desktop,AU,asn4,1,0,1,3,2,3,0.008493185,1,10375,74.81785964,0
2025-09-10T10:44:01,u76,ip89,Chrome,desktop,US,asn4,1,1,1,3,1,2,0.176030751,1,10027,61.66688169,0
2025-09-10T10:44:15,u17,ip43,Chrome,desktop,AU,asn1,1,1,1,1,1,2,0.240803406,1,5164,35.37771518,0
2025-09-10T10:44:33,u19,ip89,Edge,mobile,AU,asn4,0,0,1,3,0,0,0.044540675,1,4926,43.43907161,0
2025-09-10T10:44:51,u67,ip71,Chrome,desktop,AU,asn2,1,1,0,1,0,0,0.030861641,2,7680,41.56450118,0
2025-09-10T10:45:00,u1,ip46,Edge,mobile,AU,asn3,0,1,2,3,1,1,0.019958101,1,2843,25.77888516,0
2025-09-10T10:45:21,u23,ip2,Firefox,desktop,AU,asn2,1,1,1,2,0,0,0.005957009,1,5065,16.81393408,0
2025-09-10T10:45:32,u61,ip4,Unknown,mobile,AU,asn1,1,1,0,2,1,2,0.284177586,1,10121,45.35768972,0
2025-09-10T10:45:45,u70,ip70,Safari,desktop,AU,asn4,1,1,0,2,0,2,0.101624519,1,6426,68.4240125,0
2025-09-10T10:46:07,u3,ip108,Chrome,mobile,AU,asn1,1,1,1,2,0,1,0.002296875,3,1372,22.39962117,0
2025-09-10T10:46:24,u16,ip85,Chrome,desktop,AU,asn3,1,0,0,1,0,0,0.118456693,2,10580,4.921032382,0
2025-09-10T10:46:35,u35,ip14,Edge,desktop,NZ,asn2,1,1,0,1,0,2,0.006785369,1,5870,8.924302854,0
2025-09-10T10:46:53,u62,ip57,Firefox,desktop,AU,asn1,0,1,1,2,1,2,0.222110084,1,4301,12.59071661,0
2025-09-10T10:47:02,u24,ip54,Safari,mobile,AU,asn1,1,1,1,3,2,2,0.058838618,1,8973,7.289888511,0
2025-09-10T10:47:18,u58,ip39,Chrome,mobile,AU,asn2,1,1,1,3,0,2,0.426075113,1,7049,8.675454473,0
2025-09-10T10:47:31,u28,ip27,Chrome,mobile,NZ,asn4,1,1,2,3,2,3,0.119292149,1,12185,0.433069402,0
2025-09-10T10:47:45,u46,ip15,Firefox,mobile,AU,asn5,1,1,1,1,0,0,0.033894408,1,7106,45.98490343,0
2025-09-10T10:48:00,u71,ip79,Firefox,mobile,AU,asn1,1,1,0,2,0,0,0.151798482,1,8438,2.494662215,0
2025-09-10T10:48:22,u60,ip119,Safari,mobile,AU,asn4,0,0,1,3,1,1,0.265229705,1,7630,6.36245301,0
2025-09-10T10:48:35,u70,ip117,Edge,mobile,US,asn1,1,1,1,2,1,3,0.447376251,1,6121,12.38880252,0
2025-09-10T10:48:53,u41,ip22,Chrome,mobile,AU,asn4,1,1,2,5,1,2,0.111557909,1,9857,52.89183071,0
2025-09-10T10:49:04,u24,ip29,Edge,mobile,AU,asn4,0,1,0,0,0,1,0.08272796,1,7836,34.1025864,0
2025-09-10T10:49:22,u71,ip74,Firefox,mobile,NZ,asn4,1,1,0,0,0,1,0.114975469,1,6819,31.98991853,0
2025-09-10T10:49:30,u57,ip40,Edge,desktop,NZ,asn3,0,1,2,2,1,3,0.103846437,1,4799,70.78625694,0
2025-09-10T10:49:53,u56,ip102,Edge,desktop,AU,asn4,1,0,1,3,0,1,0.163429145,1,5981,10.46646931,0
